0,Daniel Cormier
2,Khabib Nurmagomedov
3,Jon Jones
4,Henry Cejudo
5,Amanda Nunes
6,Max Holloway
7,Kamaru Usman
8,Dustin Poirier
9,Stipe Miocic
10,Robert Whittaker
11,Tony Ferguson
11,Conor McGregor
13,Valentina Shevchenko
14,Tyron Woodley
15,Jessica Andrade
