0,Henry Cejudo
1,Joseph Benavidez
2,Jussier Formiga
3,Alexandre Pantoja
4,Deiveson Figueiredo
5,Sergio Pettis
6,Tim Elliott
7,Brandon Moreno
8,Rogerio Bontorin
9,Jordan Espinosa
10,Ryan Benoit
11,Kai Kara France
12,Alex Perez
13,Raulian Paiva
14,Matt Schnell
15,Mark De La Rosa
