0,Jon Jones
1,Daniel Cormier
2,Thiago Santos
3,Anthony Smith
4,Dominick Reyes
5,Alexander Gustafsson
5,Jan Blachowicz
7,Volkan Oezdemir
8,Corey Anderson
9,Ilir Latifi
10,Glover Teixeira
11,Aleksandar Rakic
12,Johnny Walker
13,Mauricio Rua
14,Nikita Krylov
15,Misha Cirkunov
