0,Robert Whittaker
1,Israel Adesanya
2,Yoel Romero
3,Kelvin Gastelum
4,Jack Hermansson
5,Ronaldo Souza
6,Chris Weidman
7,Paulo Costa
8,Derek Brunson
9,Jared Cannonier
10,Ian Heinisch
11,Uriah Hall
12,Brad Tavares
13,Antonio Carlos Junior
14,David Branch
15,Anderson Silva
