0,Amanda Nunes
1,Germaine de Randamie
2,Ketlen Vieira
3,Holly Holm
4,Julianna Peña
5,Aspen Ladd
6,Raquel Pennington
7,Cat Zingano
8,Yana Kunitskaya
9,Marion Reneau
10,Irene Aldana
11,Sara McMann
12,Macy Chiasson
13,Lina Lansberg
14,Sijara Eubanks
15,Viviane Araujo
