0,Henry Cejudo
1,Marlon Moraes
2,Aljamain Sterling
3,Raphael Assuncao
4,Petr Yan
5,Pedro Munhoz
6,Dominick Cruz
7,Cody Garbrandt
8,Jimmie Rivera
9,Cory Sandhagen
10,Cody Stamann
11,Rob Font
12,John Dodson
13,Song Yadong
14,Urijah Faber
15,Thomas Almeida
