0,Jessica Andrade
1,Rose Namajunas
2,Tatiana Suarez
3,Nina Ansaroff
4,Joanna Jedrzejczyk
5,Claudia Gadelha
6,Weili Zhang
7,Michelle Waterson
8,Tecia Torres
9,Carla Esparza
10,Alexa Grasso
11,Cynthia Calvillo
12,Felice Herrig
13,Karolina Kowalkiewicz
14,Cortney Casey
15,Yan Xiaonan
