0,Daniel Cormier
1,Stipe Miocic
2,Francis Ngannou
3,Junior Dos Santos
4,Curtis Blaydes
5,Derrick Lewis
6,Alexander Volkov
7,Alistair Overeem
8,Cain Velasquez
9,Shamil Abdurakhimov
10,Blagoy Ivanov
11,Walt Harris
12,Aleksei Oleinik
13,Tai Tuivasa
14,Marcin Tybura
15,Augusto Sakai
